Item #,Seller Category,Item Description,Qty,Unit Retail,Ext. Retail,Brand,UPC,TCIN,Origin,Category,Condition,Product Class,Category Code,Division,Department,Optoro Condition,Pallet ID,Subcategory,Lot ID
LPJY543375,SMALL APPLIANCES,"KitchenSmith by Bella 2 Slice Toaster: Black, Bagel & Bread Warmer, 750W, Compact Design, 2-Year Warranty",2,12.99,25.98,KitchenSmith,829486120510,48635475,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,2 SLICE TOASTER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS242178,SMALL APPLIANCES,Disney Dash 2pk Mickey Mouse & Minnie Mouse Removable Plate for the MultiMaker Mini Maker System (Please be advised that sets may be missing pieces or otherwise incomplete.),2,12.99,25.98,Dash,810137395425,94620242,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS715985,SMALL APPLIANCES,"Brita Replacement Water Filters for Brita Water Pitchers and Dispensers - 4ct: Reduces Odors, 2-Month Filter Life (Please be advised that sets may be missing pieces or otherwise incomplete.)",1,20.99,20.99,Brita,060258424324,10997227,Canada,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS441942,SMALL APPLIANCES,"Enhanced Replacement Water Filters for Pitchers 2pk - up & up: Compatible with Brita Pitchers, Filters Benzene & Mercury (Please be advised that sets may be missing pieces or otherwise incomplete.)",2,9.99,19.98,up&up,812501010989,14511038,United Kingdom of Great Britain and Northern Ireland,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS243079,SMALL APPLIANCES,"Keurig My K-Cup 3.0 Reusable Coffee Filter, Eco-friendly Gray",2,9.99,19.98,Keurig,611247405246,94721510,Indonesia,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,SGL SERVE ACCESSOR,irc_small_appliances___floor_care-01_20260417_031_p
LPJY705488,SMALL APPLIANCES,Dash Mini Waffle Maker - Lilac,2,9.89,19.78,Dash,810051858662,87540181,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY933448,SMALL APPLIANCES,Brita Water Filter 6-Cup Denali Water Pitcher Dispenser with Standard Water Filter  Slate Gray,1,17.99,17.99,Brita,060258509816,94939204,Dominican Republic,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT SYSTEMS,irc_small_appliances___floor_care-01_20260417_031_p
LPJY967920,FLOORCARE,Sharper Image Desktop Cordless Vacuum White,1,15.99,15.99,Sharper Image,840397507238,93192020,China,MIXED_SMALL_APPLIANCES,LIKE_NEW,SMALL APPLIANCES & FLOOR CARE-01,329,OUTDOOR LIVING & ORGANIZED SPACES,LAUNDRY CLEANING AND CLOSET,N,PTBJ26196,HAND VACUUM,irc_small_appliances___floor_care-01_20260417_031_p
LPJY803118,SMALL APPLIANCES,"Kaffe Frothing Pitcher Dark Brushed Stainless Steel: Milk Frothing Pitcher, Coffee & Espresso Accessories, Stainless Steel Finish",1,13.69,13.69,Kaffe,860010435199,91670169,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ONLINE ONLY,irc_small_appliances___floor_care-01_20260417_031_p
LPJY541481,SMALL APPLIANCES,Disney Dash MultiMaker Mini Waffle Maker Toy Story,1,12.99,12.99,Dash; StoreBound,810137397429,94931937,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS626276,SMALL APPLIANCES,Cuisinart 2.5oz Electric Coffee Grinder Black DCG-20BKN,1,24.99,24.99,Cuisinart,086279102720,82568681,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,COFFEE GRINDER,irc_small_appliances___floor_care-01_20260417_031_p
LPKR551751,SMALL APPLIANCES,"Dash 2-Cup Electric Mini Rice Cooker - Graphite: Small Rice Maker, Automatic Keep Warm, Includes Recipes & Accessories",1,24.99,24.99,Dash,850000706309,85378064,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,RICE COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY968740,SMALL APPLIANCES,"Culligan CUL800 Replacement LG (LT800P) Refrigerator Water Filter: Filters Odors, Pharmaceuticals, Lead, Chlorine, VOCs",1,24.99,24.99,Culligan,850031536166,92447865,Mexico,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FRIDGE FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS986014,SMALL APPLIANCES,"bella 2-Slice Slim Toaster Surf: Metal, 900W, 2-Year Warranty, Spot Clean, 6.85"" H, 3.58"" D, 14.88"" W, 1.98 lbs, Blue",1,24.99,24.99,bella Housewares,829486351631,93491175,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,2 SLICE TOASTER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY638517,SMALL APPLIANCES,Dash 20oz Hot2Go Heated Lunch Box Blue,1,24.99,24.99,Dash,810137394961,94987829,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,HOME,N,PTBJ26196,SLOW COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY968741,SMALL APPLIANCES,"Culligan CUSCIN Replacement Samsung (HAF-CIN) Refrigerator Water Filter: Filters Odors, Lead, Chlorine, VOCs, Microplastics",1,22.49,22.49,Culligan,850031536029,92447862,Mexico,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FRIDGE FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS546078,SMALL APPLIANCES,Dash MultiMaker Mini Waffle Maker System with 6 Removeable Holiday Plates,1,21.99,21.99,Dash,810137391625,91134596,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS620371,SMALL APPLIANCES,"Aroma 4 Cup Pot Style Rice Cooker White: Nonstick, Stay-Cool Handles, 1 Setting, 250W, Includes Glass Lid & Manual",1,20.99,20.99,Aroma,021241003025,83648981,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,RICE COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY927523,SMALL APPLIANCES,"Dash Electric Dual Citrus Juicer - White: Lemon & Fruit Juicer, Multiple Cone Heads, Auto-Reversing, Dishwasher-Safe Parts",1,19.99,19.99,Dash,852079003884,15725379,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,JUICER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY937958,SMALL APPLIANCES,"Brita Elite Replacement Water Filter for Pitchers and Dispensers: Reduces Odors, Filters Benzene & Lead",1,19.99,19.99,Brita,060258362435,51847357,Canada,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHR030272,SMALL APPLIANCES,"DeLonghi 12 fl oz Milk Frothing Pitcher - Stainless Steel: Best Metal Milk Jug & Steaming Frother, Dishwasher-Safe",1,19.99,19.99,DeLonghi,8004399333765,53804681,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ESPRESSO ACCESSOR,irc_small_appliances___floor_care-01_20260417_031_p
LPJY792525,SMALL APPLIANCES,Chefman 2 Cup Rice Cooker,1,19.99,19.99,Chefman,810170924620,94764202,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,RICE COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS635416,SMALL APPLIANCES,Bodum Schiuma Milk Frother - Red,2,9.99,19.98,Bodum,699965646837,94818076,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY704195,SMALL APPLIANCES,Dash x Sweethearts Mini Waffle Maker Pink XOXO,2,9.99,19.98,Dash,810137396361,94931901,Indonesia,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS250550,FLOORCARE,BISSELL Multi-Surface 34451 with Febreze Original Gain Formula Navy Blue,1,18.99,18.99,BISSELL,011120267679,90571415,United States of America,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,329,OUTDOOR LIVING & ORGANIZED SPACES,LAUNDRY CLEANING AND CLOSET,N,PTBJ26196,CLEANER/SHAMPOO,irc_small_appliances___floor_care-01_20260417_031_p
LPJY551749,SMALL APPLIANCES,"PUR PLUS Water Pitcher Replacement Filter - 3pk - PPF951K3: Reduces Odors, Filters Chlorine & Mercury, Blue (Please be advised that sets may be missing pieces or otherwise incomplete.)",1,18.39,18.39,PUR Filtration,328785011579,51416245,Mexico,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPJY794490,SMALL APPLIANCES,LifeStraw Home Activated Carbon + Ion Exchange Replacement Filter 1pk (Please be advised that sets may be missing pieces or otherwise incomplete.),1,16.99,16.99,LifeStraw,7640144284558,93996861,"Korea, Republic of",MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS454573,FLOORCARE,Sharper Image Desktop Cordless Vacuum White,1,15.99,15.99,Sharper Image,840397507238,93192020,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,329,OUTDOOR LIVING & ORGANIZED SPACES,LAUNDRY CLEANING AND CLOSET,N,PTBJ26196,HAND VACUUM,irc_small_appliances___floor_care-01_20260417_031_p
LPJN542517,SMALL APPLIANCES,Disney Dash Buzz Lightyear Mini Waffle Maker,1,12.99,12.99,Dash,810137397528,94931932,Indonesia,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY883717,SMALL APPLIANCES,BUNN 8-12 Cup Coffee Filters - 600ct (Please be advised that sets may be missing pieces or otherwise incomplete.),1,12.50,12.50,BUNN,191908385853,79549949,United States of America,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,COFFEE ACCESSORIES,irc_small_appliances___floor_care-01_20260417_031_p
LPJY551350,SMALL APPLIANCES,Bodum Schiuma Milk Frother - White,1,9.99,9.99,Bodum,699965181796,94818075,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPHR032643,SMALL APPLIANCES,"Brita Advanced Replacement Water Filter for Pitchers: Reduces Odors, Filters Chlorine",1,7.99,7.99,Brita,060258355017,10997228,United States of America,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS719368,SMALL APPLIANCES,SodaStream Classics 14.9 fl oz Diet Ginger Ale Drink Mix,1,6.99,6.99,SodaStream,811572023829,49136261,Israel,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,GROCERY,N,PTBJ26196,SODASTREAM ACCESSO,irc_small_appliances___floor_care-01_20260417_031_p
LPJY792465,SMALL APPLIANCES,LifeStraw Sip Reusable Steel Filter Straw with Carry Case Aurora,1,27.49,27.49,LifeStraw,7640144289409,93996875,"Korea, Republic of",MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,HOME,N,PTBJ26196,STRAWS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS550084,SMALL APPLIANCES,"Brita 2ct Replacement Water Filters for Brita Tap Faucet Mounts - Chrome: Reduces Odors, Lead & Chlorine (Please be advised that sets may be missing pieces or otherwise incomplete.)",1,26.99,26.99,Brita,060258363128,80317542,Canada,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FM FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS250725,SMALL APPLIANCES,Dash Deluxe Egg Cooker,1,26.49,26.49,Dash,810137392820,94690982,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,EGG COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY957373,SMALL APPLIANCES,"Culligan CUW4 Replacement Whirlpool (EDR4RXD1/WHR4RXD1/KAD4RXD1) Refrigerator Water Filter 4: Filters Odors, Lead, Chlorine",1,25.49,25.49,Culligan,850031536036,92447870,Mexico,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FRIDGE FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHR006348,SMALL APPLIANCES,"bella 2-Slice Slim Toaster Oatmilk: Metal, 900W, Compact Beige Design, 2-Year Warranty, Spot Clean, 14.88"" Width",1,24.99,24.99,bella Housewares,829486351174,92080027,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,2 SLICE TOASTER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS762199,SMALL APPLIANCES,Culligan with ZeroWater Technology 7 Cup Pitcher,1,24.99,24.99,Culligan with ZeroWater Technology; ZeroWater,810136500332,94717690,Mexico,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT SYSTEMS,irc_small_appliances___floor_care-01_20260417_031_p
LPJY792475,SMALL APPLIANCES,IMUSA 5 Cup Rice Cooker White,1,22.99,22.99,IMUSA,094046003125,94138288,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,RICE COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY966565,SMALL APPLIANCES,"Brita Premium 26oz Filtering Water Bottle with Filter - Seaglass: Reusable Plastic, 2-Month Filter Life, Portable Hydration",1,19.99,19.99,Brita,060258363777,75665760,,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,SPORTING GOODS,N,PTBJ26196,WATER BOTTLES,irc_small_appliances___floor_care-01_20260417_031_p
LPHS253380,SMALL APPLIANCES,Bodum Schiuma Milk Frother - Red,2,9.99,19.98,Bodum,699965646837,94818076,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS437581,SMALL APPLIANCES,Aroma 1.7L Electric Kettle - Black,1,18.99,18.99,Aroma,021241201100,86386326,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ELECTRIC KETTLES,irc_small_appliances___floor_care-01_20260417_031_p
LPJY812198,FLOORCARE,Sharper Image Desktop Cordless Vacuum White,1,15.99,15.99,Sharper Image,840397507238,93192020,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,329,OUTDOOR LIVING & ORGANIZED SPACES,LAUNDRY CLEANING AND CLOSET,N,PTBJ26196,HAND VACUUM,irc_small_appliances___floor_care-01_20260417_031_p
LPHS997687,SMALL APPLIANCES,"Bodum C-Mill Electric Coffee Grinder: Best Rated for Coffee Beans & Spices, Stainless Steel Blade, 1-Year Warranty",1,14.99,14.99,Bodum,727015318677,89080390,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,COFFEE GRINDER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY803930,SMALL APPLIANCES,"Bodum Kenya 8 Cup 34oz French Press Coffee Maker Pink: Manual Coffee Pot, BPA-Free, Dishwasher-Safe, Reusable Filter",1,14.99,14.99,Bodum,699965617196,91920643,Portugal,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,COFFEE PRESS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS558811,SMALL APPLIANCES,Disney Dash Mini Waffle Maker Moana,1,12.99,12.99,Dash,810137397511,94931936,Indonesia,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY972002,SMALL APPLIANCES,"Keurig Water Filter Cartridge Refills 2pk: Charcoal Replacement for Coffee Maker, Easy Filter Change, Clear, 1 Year Warranty (Please be advised that sets may be missing pieces or otherwise incomplete.)",1,8.99,8.99,Keurig,649645050843,14169957,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,SGL SERVE ACCESSOR,irc_small_appliances___floor_care-01_20260417_031_p
LPHS719367,SMALL APPLIANCES,SodaStream Pepsi Wild Cherry Zero Drink Mix,1,7.99,7.99,SodaStream,810055455430,94761224,Israel,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,GROCERY,N,PTBJ26196,SODASTREAM ACCESSO,irc_small_appliances___floor_care-01_20260417_031_p
LPHS613457,SMALL APPLIANCES,"Brita Water Filter 10-Cup Tahoe Water Pitcher Dispenser - White: Easy-Fill Lid, Electronic Indicator",1,28.49,28.49,Brita,060258506846,84665982,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT SYSTEMS,irc_small_appliances___floor_care-01_20260417_031_p
LPJY938305,SMALL APPLIANCES,"Chefman 1.8L Rapid-Boil Kettle with Keep Warm and Tea Infuser - Stainless Steel: Electric Water Boiler, 1500W, Silver",1,27.99,27.99,Chefman,810087844035,89182726,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ELECTRIC KETTLES,irc_small_appliances___floor_care-01_20260417_031_p
LPJY794463,SMALL APPLIANCES,LifeStraw Sip Reusable Steel Filter Straw with Carry Case Laguna Teal,1,27.49,27.49,LifeStraw,7640144289102,93996872,"Korea, Republic of",MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,HOME,N,PTBJ26196,STRAWS,irc_small_appliances___floor_care-01_20260417_031_p
LPHR035580,SMALL APPLIANCES,Dash Multi Mini Plate Storage Waffle Maker,2,12.74,25.48,Dash,810137391076,94620267,Indonesia,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS622288,SMALL APPLIANCES,"Mr. Coffee 5-Cup Programmable Coffee Maker Black: Drip Coffee Machine, Electric, Dishwasher-Safe, Paper Filter, 25 oz Capacity",1,24.99,24.99,Mr. Coffee,053891177344,91863921,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,DRIP COFFEE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS248028,SMALL APPLIANCES,"Aroma 1.5qt Stainless Steel Stovetop Kettle Silver: Whistling Tea Kettle with Flip-Up Spout, Small Teapot for Stove",2,12.49,24.98,Aroma,021241400107,91952921,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,NON-ELECTRIC KETTL,irc_small_appliances___floor_care-01_20260417_031_p
LPJY755561,SMALL APPLIANCES,Elite Cuisine 2 Cup Electric Citrus Juicer,1,23.99,23.99,Elite Cuisine,717056138389,1006238637,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,JUICER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY957372,SMALL APPLIANCES,"Culligan CUW5 Replacement Whirlpool (EDR5RXD1) Refrigerator Water Filter 5: Filters Lead, Mercury, Chlorine, VOCs",1,23.99,23.99,Culligan,850031536043,92447861,Mexico,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FRIDGE FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPJY712348,SMALL APPLIANCES,IMUSA 5 Cup Rice Cooker White,1,22.99,22.99,IMUSA,094046003125,94138288,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,RICE COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY927258,SMALL APPLIANCES,"Bodum 8 Cup 34oz Pour Over Coffee Maker: Permanent Screen Filter, Cool Touch Handle, Dishwasher Safe",1,19.99,19.99,Bodum,699965336820,53664362,Portugal,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,COFFEE PRESS,irc_small_appliances___floor_care-01_20260417_031_p
LPJN542643,SMALL APPLIANCES,"Gourmia Reusable 3pc Silicone Air Fryer Accessory Set with Basket Liner, Egg Bites Mold & Muffin Pan: Dishwasher-Safe, Hand Wash, Black, 1.49 lbs (Please be advised that sets may be missing pieces or otherwise incomplete.)",1,19.99,19.99,Gourmia,810002866302,92084777,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,UTILITY APPLIANCES,irc_small_appliances___floor_care-01_20260417_031_p
LPHS243692,FLOORCARE,"BISSELL 2X Deep Clean + Refresh 60oz. Upright Carpet Cleaner Formula - 1052: Non-Toxic, EPA Certified, Odor Eliminator",1,18.99,18.99,BISSELL,011120167771,14037825,United States of America,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,329,OUTDOOR LIVING & ORGANIZED SPACES,LAUNDRY CLEANING AND CLOSET,N,PTBJ26196,CLEANER/SHAMPOO,irc_small_appliances___floor_care-01_20260417_031_p
LPJY555296,SMALL APPLIANCES,"PUR 7 Cup Water Pitcher Filtration System Blush PPT700P: BPA-Free, Dishwasher-Safe, Filters Pesticides & Chlorine",1,16.69,16.69,PUR Filtration,328785005912,86196358,Mexico,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT SYSTEMS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS171514,SMALL APPLIANCES,"IMUSA 34oz Electric Citrus Juicer, 25 Watts - White: Lemon Juice Maker, Plastic, 90-Day Warranty, 2.3 lbs, No Speeds",1,14.99,14.99,IMUSA,094046803404,54634971,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,JUICER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY223833,SMALL APPLIANCES,"Bodum C-Mill Electric Coffee Grinder: Best Rated for Coffee Beans & Spices, Stainless Steel Blade, 1-Year Warranty",1,14.99,14.99,Bodum,727015318677,89080390,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,COFFEE GRINDER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS985041,SMALL APPLIANCES,Dash x Sweethearts XOXO Mini Waffle Maker,1,14.99,14.99,Dash,810137393575,94269856,,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY969214,SMALL APPLIANCES,Dash x Sweethearts Mini Waffle Maker Purple I luv u,1,12.99,12.99,Dash,810137396378,94931900,Indonesia,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS550082,FLOORCARE,"BISSELL Professional Spot & Stain + Oxy Formula - Portable Cleaners- 2038: Carpet & Upholstery Cleaner Solution, 32 oz",1,11.99,11.99,BISSELL,011120015065,14774567,United States of America,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,329,OUTDOOR LIVING & ORGANIZED SPACES,LAUNDRY CLEANING AND CLOSET,N,PTBJ26196,CLEANER/SHAMPOO,irc_small_appliances___floor_care-01_20260417_031_p
